#Gene_Symbol	BioCycPath_ID	Metabolism_ID
RAB3IP	PWY3DJ-1	cyclic AMP biosynthesis
GNAZ	PWY3DJ-1	cyclic AMP biosynthesis
GNA15	PWY3DJ-1	cyclic AMP biosynthesis
GNA11	PWY3DJ-1	cyclic AMP biosynthesis
AGAP2	PWY3DJ-1	cyclic AMP biosynthesis
abParts	PWY3DJ-1	cyclic AMP biosynthesis
ARHGAP9	PWY3DJ-1	cyclic AMP biosynthesis
ARHGAP18	PWY3DJ-1	cyclic AMP biosynthesis
RHOA	PWY3DJ-1	cyclic AMP biosynthesis
RASA2	PWY3DJ-1	cyclic AMP biosynthesis
RAB6B	PWY3DJ-1	cyclic AMP biosynthesis
RAB27A	PWY3DJ-1	cyclic AMP biosynthesis
RAB11A	PWY3DJ-1	cyclic AMP biosynthesis
GNB5	PWY3DJ-1	cyclic AMP biosynthesis
GNAT1	PWY3DJ-1	cyclic AMP biosynthesis
GNAI2	PWY3DJ-1	cyclic AMP biosynthesis
DNM2	PWY3DJ-1	cyclic AMP biosynthesis
ARHGEF12	PWY3DJ-1	cyclic AMP biosynthesis
TBC1D17	PWY3DJ-1	cyclic AMP biosynthesis
RRAS2	PWY3DJ-1	cyclic AMP biosynthesis
RHOG	PWY3DJ-1	cyclic AMP biosynthesis
RABEP2	PWY3DJ-1	cyclic AMP biosynthesis
CHN2	PWY3DJ-1	cyclic AMP biosynthesis
ARF5	PWY3DJ-1	cyclic AMP biosynthesis
RASA4	PWY3DJ-1	cyclic AMP biosynthesis
PDC	PWY3DJ-1	cyclic AMP biosynthesis
NPR1	PWY3DJ-7	cyclic GMP biosynthesis
GUCY1B3	PWY3DJ-7	cyclic GMP biosynthesis
GUCY1A3	PWY3DJ-7	cyclic GMP biosynthesis
NPR2	PWY3DJ-7	cyclic GMP biosynthesis
GUCY1B2	PWY3DJ-7	cyclic GMP biosynthesis
GUCY2C	PWY3DJ-7	cyclic GMP biosynthesis
GUCY2D	PWY3DJ-7	cyclic GMP biosynthesis
GUCY2F	PWY3DJ-7	cyclic GMP biosynthesis
GUCY1A2	PWY3DJ-7	cyclic GMP biosynthesis
PDE5A	PWY3DJ-7	cyclic GMP biosynthesis
PDE6B	PWY3DJ-7	cyclic GMP biosynthesis
PDE9A	PWY3DJ-7	cyclic GMP biosynthesis
PDE6A	PWY3DJ-7	cyclic GMP biosynthesis
PDE6C	PWY3DJ-7	cyclic GMP biosynthesis
NME7	PWY-5687	pyrimidine ribonucleotides interconversion
CTPS2	PWY-5687	pyrimidine ribonucleotides interconversion
NME6	PWY-5687	pyrimidine ribonucleotides interconversion
NME1-NME2	PWY-5687	pyrimidine ribonucleotides interconversion
NME1-NME2	PWY-5687	pyrimidine ribonucleotides interconversion
NME3	PWY-5687	pyrimidine ribonucleotides interconversion
NME4	PWY-5687	pyrimidine ribonucleotides interconversion
NME5	PWY-5687	pyrimidine ribonucleotides interconversion
APRT	P1-PWY	purine and pyrimidine metabolism
AK1	P1-PWY	purine and pyrimidine metabolism
AK5	P1-PWY	purine and pyrimidine metabolism
AK2	P1-PWY	purine and pyrimidine metabolism
AK7	P1-PWY	purine and pyrimidine metabolism
TAF9	P1-PWY	purine and pyrimidine metabolism
AK3	P1-PWY	purine and pyrimidine metabolism
TYMP	P1-PWY	purine and pyrimidine metabolism
TK2	P1-PWY	purine and pyrimidine metabolism
TK1	P1-PWY	purine and pyrimidine metabolism
DTYMK	P1-PWY	purine and pyrimidine metabolism
TYMS	P1-PWY	purine and pyrimidine metabolism
CDA	P1-PWY	purine and pyrimidine metabolism
AICDA	P1-PWY	purine and pyrimidine metabolism
APOBEC1	P1-PWY	purine and pyrimidine metabolism
HPRT1	P1-PWY	purine and pyrimidine metabolism
GUK1	P1-PWY	purine and pyrimidine metabolism
MPP5	P1-PWY	purine and pyrimidine metabolism
UCK2	P1-PWY	purine and pyrimidine metabolism
UCK1	P1-PWY	purine and pyrimidine metabolism
UNG	P1-PWY	purine and pyrimidine metabolism
DUT	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
TYMS	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
DTYMK	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NME6	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NME1-NME2	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NME1-NME2	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NME3	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NME4	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NME5	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NME7	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
RRM2B	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
RRM2	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
RRM1	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
CPS1	PWY-5686	uridine-5'-phosphate biosynthesis
CAD	PWY-5686	uridine-5'-phosphate biosynthesis
UMPS	PWY-5686	uridine-5'-phosphate biosynthesis
UMPS	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
CAD	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
CPS1	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME5	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME4	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME3	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME1-NME2	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME1-NME2	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME6	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
CTPS2	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME7	PWY0-162	pyrimidine ribonucleotides <i>de novo</i> biosynthesis
NME6	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NME1-NME2	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NME1-NME2	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NME3	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NME4	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NME5	PWY0-163	salvage pathways of pyrimidine ribonucleotides
UPP2	PWY0-163	salvage pathways of pyrimidine ribonucleotides
UPP1	PWY0-163	salvage pathways of pyrimidine ribonucleotides
CDA	PWY0-163	salvage pathways of pyrimidine ribonucleotides
AICDA	PWY0-163	salvage pathways of pyrimidine ribonucleotides
APOBEC1	PWY0-163	salvage pathways of pyrimidine ribonucleotides
UCK1	PWY0-163	salvage pathways of pyrimidine ribonucleotides
UCK2	PWY0-163	salvage pathways of pyrimidine ribonucleotides
CDA	PWY0-181	salvage pathways of pyrimidine deoxyribonucleotides
AICDA	PWY0-181	salvage pathways of pyrimidine deoxyribonucleotides
APOBEC1	PWY0-181	salvage pathways of pyrimidine deoxyribonucleotides
TYMP	PWY0-181	salvage pathways of pyrimidine deoxyribonucleotides
TK2	PWY0-181	salvage pathways of pyrimidine deoxyribonucleotides
TK1	PWY0-181	salvage pathways of pyrimidine deoxyribonucleotides
TRPT1	PWY-6689	tRNA splicing
TSEN2	PWY-6689	tRNA splicing
TSEN34	PWY-6689	tRNA splicing
GART	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis
PFAS	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis
PPAT	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis
PPAT	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
PFAS	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
GART	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
PPAT	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II
PFAS	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II
GART	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II
ADSS	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
ADSSL1	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
ADSL	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
AK1	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
AK5	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
AK2	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
AK7	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
TAF9	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
AK3	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
RRM2B	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
RRM2	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
RRM1	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
NME6	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
NME1-NME2	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
NME1-NME2	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
NME3	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
NME4	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
NME5	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
NME7	PWY-6126	adenosine nucleotides <i>de novo</i> biosynthesis
PAICS	PWY-6124	inosine-5'-phosphate biosynthesis II
ADSL	PWY-6124	inosine-5'-phosphate biosynthesis II
ATIC	PWY-6124	inosine-5'-phosphate biosynthesis II
ADA	PWY-6609	adenine and adenosine salvage III
ADAD1	PWY-6609	adenine and adenosine salvage III
ADARB1	PWY-6609	adenine and adenosine salvage III
ADAD2	PWY-6609	adenine and adenosine salvage III
HPRT1	PWY-6609	adenine and adenosine salvage III
ADK	PWY-6619	adenine and adenosine salvage VI
APRT	P121-PWY	adenine and adenosine salvage I
HPRT1	PWY-6599	guanine and guanosine salvage II
GNPDA2	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II
GNPDA1	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II
GNPNAT1	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II
PGM3	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II
PGM1	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II
UAP1	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II
GALE	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II
HK2	MANGDPMET-PWY	GDP-mannose metabolism
HK1	MANGDPMET-PWY	GDP-mannose metabolism
HK3	MANGDPMET-PWY	GDP-mannose metabolism
HKDC1	MANGDPMET-PWY	GDP-mannose metabolism
GMPPB	MANGDPMET-PWY	GDP-mannose metabolism
GMPPA	MANGDPMET-PWY	GDP-mannose metabolism
PMM1	MANGDPMET-PWY	GDP-mannose metabolism
PMM2	MANGDPMET-PWY	GDP-mannose metabolism
MPI	MANGDPMET-PWY	GDP-mannose metabolism
GALK1	COLANSYN-PWY	colanic acid building blocks biosynthesis
GALK2	COLANSYN-PWY	colanic acid building blocks biosynthesis
GALT	COLANSYN-PWY	colanic acid building blocks biosynthesis
GALE	COLANSYN-PWY	colanic acid building blocks biosynthesis
UGP2	COLANSYN-PWY	colanic acid building blocks biosynthesis
UGDH	COLANSYN-PWY	colanic acid building blocks biosynthesis
TSTA3	COLANSYN-PWY	colanic acid building blocks biosynthesis
GMDS	COLANSYN-PWY	colanic acid building blocks biosynthesis
GMPPA	COLANSYN-PWY	colanic acid building blocks biosynthesis
GMPPB	COLANSYN-PWY	colanic acid building blocks biosynthesis
PMM2	COLANSYN-PWY	colanic acid building blocks biosynthesis
PMM1	COLANSYN-PWY	colanic acid building blocks biosynthesis
MPI	COLANSYN-PWY	colanic acid building blocks biosynthesis
MOCOS	PWY-5963	molybdenum cofactor (sulfide) biosynthesis
MAT2A	SAM-PWY	S-adenosyl-L-methionine biosynthesis
MAT1A	SAM-PWY	S-adenosyl-L-methionine biosynthesis
MAT2B	SAM-PWY	S-adenosyl-L-methionine biosynthesis
ACAT1	PWY-922	mevalonate pathway I
ACAT2	PWY-922	mevalonate pathway I
HMGCS2	PWY-922	mevalonate pathway I
HMGCR	PWY-922	mevalonate pathway I
HMGCS1	PWY-922	mevalonate pathway I
MVK	PWY-922	mevalonate pathway I
PMVK	PWY-922	mevalonate pathway I
MVD	PWY-922	mevalonate pathway I
IDI1	PWY-922	mevalonate pathway I
IDI2	PWY-922	mevalonate pathway I
NUDT12	PWY-922	mevalonate pathway I
PCBD1	PWY3DJ-35549	Biopterin recycling
PCBD2	PWY3DJ-35549	Biopterin recycling
QDPR	PWY3DJ-35549	Biopterin recycling
DCAKD	COA-PWY	coenzyme A biosynthesis
COASY	COA-PWY	coenzyme A biosynthesis
PPCDC	COA-PWY	coenzyme A biosynthesis
PPCDC	COA-PWY	coenzyme A biosynthesis
PPCS	COA-PWY	coenzyme A biosynthesis
PDSS2	PWY-5805	nonaprenyl diphosphate biosynthesis I
FDPS	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
GGPS1	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
IDI1	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
IDI2	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
NUDT12	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis
LIAS	PWY0-1275	lipoate biosynthesis and incorporation II
LIAS	PWY0-501	lipoate biosynthesis and incorporation I
UBIAD1	PWY-5870	ubiquinol-8 biosynthesis (eukaryotic)
COQ3	PWY3O-19	ubiquinol-6 biosynthesis (eukaryotic)
UROD	HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I
PPOX	HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I
FECH	HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I
CPOX	HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I
UROS	PWY-5920	heme biosynthesis II
HMBS	PWY-5920	heme biosynthesis II
ALAD	PWY-5920	heme biosynthesis II
ALAS2	PWY-5920	heme biosynthesis II
ALAS1	PWY-5920	heme biosynthesis II
CPOX	PWY-5920	heme biosynthesis II
FECH	PWY-5920	heme biosynthesis II
PPOX	PWY-5920	heme biosynthesis II
UROD	PWY-5920	heme biosynthesis II
GCLC	GLUTATHIONESYN-PWY	glutathione biosynthesis
GCLM	GLUTATHIONESYN-PWY	glutathione biosynthesis
GSS	GLUTATHIONESYN-PWY	glutathione biosynthesis
GPX7	PWY-4081	glutathione redox reactions I
GPX1	PWY-4081	glutathione redox reactions I
GPX3	PWY-4081	glutathione redox reactions I
GPX2	PWY-4081	glutathione redox reactions I
GPX6	PWY-4081	glutathione redox reactions I
GPX5	PWY-4081	glutathione redox reactions I
GPX8	PWY-4081	glutathione redox reactions I
GPX4	PWY-4081	glutathione redox reactions I
GSR	PWY-4081	glutathione redox reactions I
GSS	PWY-4041	&gamma;-glutamyl cycle
GCLC	PWY-4041	&gamma;-glutamyl cycle
GCLM	PWY-4041	&gamma;-glutamyl cycle
ANPEP	PWY-4041	&gamma;-glutamyl cycle
GGT7	PWY-4041	&gamma;-glutamyl cycle
GGT5	PWY-4041	&gamma;-glutamyl cycle
GGT1	PWY-4041	&gamma;-glutamyl cycle
GGT2	PWY-4041	&gamma;-glutamyl cycle
GGT6	PWY-4041	&gamma;-glutamyl cycle
OPLAH	PWY-4041	&gamma;-glutamyl cycle
GGCT	PWY-4041	&gamma;-glutamyl cycle
TXNRD1	THIOREDOX-PWY	thioredoxin pathway
TXNRD2	THIOREDOX-PWY	thioredoxin pathway
TXNRD3	THIOREDOX-PWY	thioredoxin pathway
GSR	GLUT-REDOX-PWY	glutathione redox reactions II
NADK	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
ACP2	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
ACP6	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
ACPP	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
ACP5	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
ACP1	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
ACPL2	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation
NMNAT1	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NMNAT2	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
NADSYN1	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
QPRT	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
QPRT	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
NADSYN1	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
NMNAT2	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
NMNAT1	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
HAAO	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
KYNU	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
KMO	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
AFMID	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
IDO1	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
TDO2	NADSYN-PWY	NAD biosynthesis II (from tryptophan)
NMNAT2	PWY3O-4106	NAD salvage pathway III
NMNAT1	PWY3O-4106	NAD salvage pathway III
NMNAT3	PWY3O-4106	NAD salvage pathway III
NUDT12	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
ACP2	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
ACP6	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
ACPP	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
ACP5	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
ACP1	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
ACPL2	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
NMNAT3	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
NMNAT1	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
NMNAT2	NAD-BIOSYNTHESIS-II	NAD salvage pathway II
NAMPT	NAD-BIOSYNTHESIS-III	NAD biosynthesis III
NMNAT2	NAD-BIOSYNTHESIS-III	NAD biosynthesis III
NMNAT1	NAD-BIOSYNTHESIS-III	NAD biosynthesis III
NMNAT3	NAD-BIOSYNTHESIS-III	NAD biosynthesis III
NMNAT1	PYRNUCYC-PWY	pyridine nucleotide cycling
NMNAT2	PYRNUCYC-PWY	pyridine nucleotide cycling
NADSYN1	PYRNUCYC-PWY	pyridine nucleotide cycling
NUDT12	PYRNUCYC-PWY	pyridine nucleotide cycling
NAPRT1	PYRNUCYC-PWY	pyridine nucleotide cycling
CD38	PYRNUCYC-PWY	pyridine nucleotide cycling
BST1	PYRNUCYC-PWY	pyridine nucleotide cycling
ALAS1	PWY-5189	tetrapyrrole biosynthesis II
ALAS2	PWY-5189	tetrapyrrole biosynthesis II
ALAD	PWY-5189	tetrapyrrole biosynthesis II
HMBS	PWY-5189	tetrapyrrole biosynthesis II
UROS	PWY-5189	tetrapyrrole biosynthesis II
PTS	PWY-5663	tetrahydrobiopterin biosynthesis I
GCH1	PWY-5663	tetrahydrobiopterin biosynthesis I
SPR	PWY-5663	tetrahydrobiopterin biosynthesis I
PTS	PWY-5664	tetrahydrobiopterin biosynthesis II
GCH1	PWY-5664	tetrahydrobiopterin biosynthesis II
SPR	PWY-5664	tetrahydrobiopterin biosynthesis II
CYP27B1	PWY-6076	1,25-dihydroxyvitamin D<sub>3</sub> biosynthesis
RFK	PWY3DJ-81	riboflavin, FMN and FAD transformations
FLAD1	PWY3DJ-81	riboflavin, FMN and FAD transformations
ENPP1	PWY3DJ-81	riboflavin, FMN and FAD transformations
FLAD1	PWY66-366	flavin biosynthesis IV (mammalian)
RFK	PWY66-366	flavin biosynthesis IV (mammalian)
GGH	PWY-2161B	glutamate removal from folates
FOLH1	PWY-2161B	glutamate removal from folates
MTHFD2	PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate
MTHFD1	PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate
GART	PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate
MTHFD1	PWY-2161	folate polyglutamylation
MTHFD1L	PWY-2161	folate polyglutamylation
SHMT2	PWY-2161	folate polyglutamylation
SHMT1	PWY-2161	folate polyglutamylation
FPGS	PWY-2161	folate polyglutamylation
DHFR	PWY-3841	folate transformations II (plants)
GLDC	PWY-3841	folate transformations II (plants)
MTHFD2L	PWY-3841	folate transformations II (plants)
MTHFD2	PWY-3841	folate transformations II (plants)
MTHFD1	PWY-3841	folate transformations II (plants)
MTHFD1L	PWY-3841	folate transformations II (plants)
MTHFR	PWY-3841	folate transformations II (plants)
TYMS	PWY-3841	folate transformations II (plants)
MTHFSD	PWY-3841	folate transformations II (plants)
MTHFS	PWY-3841	folate transformations II (plants)
SHMT1	PWY-3841	folate transformations II (plants)
SHMT2	PWY-3841	folate transformations II (plants)
MTR	PWY-3841	folate transformations II (plants)
SHMT2	PWY-2201	folate transformations I
SHMT1	PWY-2201	folate transformations I
MTHFD1	PWY-2201	folate transformations I
MTHFD1L	PWY-2201	folate transformations I
MTHFD2L	PWY-2201	folate transformations I
GLDC	PWY-2201	folate transformations I
MTR	PWY-2201	folate transformations I
MTHFR	PWY-2201	folate transformations I
MTHFD2	PWY-2201	folate transformations I
MTHFSD	PWY-2201	folate transformations I
MTHFS	PWY-2201	folate transformations I
MMAB	PWY-6268	adenosylcobalamin salvage from cobalamin
PNPO	PLPSAL-PWY	pyridoxal 5'-phosphate salvage pathway
PDXK	PLPSAL-PWY	pyridoxal 5'-phosphate salvage pathway
UGDH	PWY3DJ-35471	L-ascorbate biosynthesis VI
UGP2	PWY3DJ-35471	L-ascorbate biosynthesis VI
RGN	PWY3DJ-35471	L-ascorbate biosynthesis VI
AWAT2	PWY-5884	wax esters biosynthesis I
AWAT1	PWY-5884	wax esters biosynthesis I
FASN	PWY-5142	acyl-ACP thioesterase pathway
SPTLC1	PWY3DJ-12	ceramide biosynthesis
SPTLC2	PWY3DJ-12	ceramide biosynthesis
SPTLC3	PWY3DJ-12	ceramide biosynthesis
KDSR	PWY3DJ-12	ceramide biosynthesis
DEGS2	PWY3DJ-12	ceramide biosynthesis
SMPD1	PWY3DJ-11281	sphingomyelin metabolism
SMPD3	PWY3DJ-11281	sphingomyelin metabolism
SMPD2	PWY3DJ-11281	sphingomyelin metabolism
ENPP7	PWY3DJ-11281	sphingomyelin metabolism
SMPD4	PWY3DJ-11281	sphingomyelin metabolism
ENPP4	PWY3DJ-11281	sphingomyelin metabolism
SGMS1	PWY3DJ-11281	sphingomyelin metabolism
SGMS2	PWY3DJ-11281	sphingomyelin metabolism
PPAP2B	TRIGLSYN-PWY	triacylglycerol biosynthesis
PPAP2C	TRIGLSYN-PWY	triacylglycerol biosynthesis
PPAP2A	TRIGLSYN-PWY	triacylglycerol biosynthesis
DGAT2	TRIGLSYN-PWY	triacylglycerol biosynthesis
DGAT1	TRIGLSYN-PWY	triacylglycerol biosynthesis
GPAM	TRIGLSYN-PWY	triacylglycerol biosynthesis
LPCAT4	TRIGLSYN-PWY	triacylglycerol biosynthesis
AGPAT2	TRIGLSYN-PWY	triacylglycerol biosynthesis
AGPAT6	TRIGLSYN-PWY	triacylglycerol biosynthesis
AGPAT5	TRIGLSYN-PWY	triacylglycerol biosynthesis
AGPAT3	TRIGLSYN-PWY	triacylglycerol biosynthesis
AGPAT4	TRIGLSYN-PWY	triacylglycerol biosynthesis
AGPAT1	TRIGLSYN-PWY	triacylglycerol biosynthesis
AGPAT9	TRIGLSYN-PWY	triacylglycerol biosynthesis
LCLAT1	TRIGLSYN-PWY	triacylglycerol biosynthesis
DGAT2	PWY-5885	wax esters biosynthesis II
DGAT1	PWY-5885	wax esters biosynthesis II
HLCS	PWY0-1264	biotin-carboxyl carrier protein assembly
ACACA	PWY0-1264	biotin-carboxyl carrier protein assembly
ACACB	PWY0-1264	biotin-carboxyl carrier protein assembly
ACOT8	PWY-5148	acyl-CoA hydrolysis
ACOT7	PWY-5148	acyl-CoA hydrolysis
ACOT2	PWY-5148	acyl-CoA hydrolysis
ACOT2	PWY-5148	acyl-CoA hydrolysis
ACOT4	PWY-5148	acyl-CoA hydrolysis
ACOT6	PWY-5148	acyl-CoA hydrolysis
ACOT9	PWY-5148	acyl-CoA hydrolysis
OLAH	PWY-5148	acyl-CoA hydrolysis
ACAT1	PWY3FA-941	ketogenesis
ACAT2	PWY3FA-941	ketogenesis
HMGCS2	PWY3FA-941	ketogenesis
HMGCS1	PWY3FA-941	ketogenesis
HMGCL	PWY3FA-941	ketogenesis
HMGCLL1	PWY3FA-941	ketogenesis
BDH2	PWY3FA-941	ketogenesis
BDH1	PWY3FA-941	ketogenesis
PCYT1A	PWY-3561	choline biosynthesis III
PCYT1B	PWY-3561	choline biosynthesis III
PLD1	PWY-3561	choline biosynthesis III
PLD2	PWY-3561	choline biosynthesis III
PLD3	PWY-3561	choline biosynthesis III
PLD4	PWY-3561	choline biosynthesis III
PLD6	PWY-3561	choline biosynthesis III
CEPT1	PWY-3561	choline biosynthesis III
CHPT1	PWY-3561	choline biosynthesis III
LCLAT1	PHOSLIPSYN-PWY	phospholipid biosynthesis I
PGS1	PHOSLIPSYN-PWY	phospholipid biosynthesis I
CRLS1	PHOSLIPSYN-PWY	phospholipid biosynthesis I
PISD	PHOSLIPSYN-PWY	phospholipid biosynthesis I
PTDSS1	PHOSLIPSYN-PWY	phospholipid biosynthesis I
PTDSS2	PHOSLIPSYN-PWY	phospholipid biosynthesis I
GPAM	PHOSLIPSYN-PWY	phospholipid biosynthesis I
AGPAT9	PHOSLIPSYN-PWY	phospholipid biosynthesis I
AGPAT1	PHOSLIPSYN-PWY	phospholipid biosynthesis I
AGPAT4	PHOSLIPSYN-PWY	phospholipid biosynthesis I
AGPAT3	PHOSLIPSYN-PWY	phospholipid biosynthesis I
AGPAT5	PHOSLIPSYN-PWY	phospholipid biosynthesis I
AGPAT6	PHOSLIPSYN-PWY	phospholipid biosynthesis I
AGPAT2	PHOSLIPSYN-PWY	phospholipid biosynthesis I
LPCAT4	PHOSLIPSYN-PWY	phospholipid biosynthesis I
CDS1	PHOSLIPSYN-PWY	phospholipid biosynthesis I
CDS2	PHOSLIPSYN-PWY	phospholipid biosynthesis I
PLCG1	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCB2	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCB1	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCD1	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCE1	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCB3	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCD4	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
PLCH2	PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
